Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 3893,https://www.congress.gov/bill/100th-congress/house-bill/3893,100th Congress (1987-1988),A bill to amend the provisions of the Toxic Substances Control Act relating to asbestos in the Nation's schools by providing adequate time for local educational agencies to submit asbestos management plans to State Governors and to begin implementation of those plans.,"Oxley, Michael G. [Rep.-R-OH-4] (Introduced 02/02/1988)",2/2/1988,House - Energy and Commerce,Became Public Law No: 100-368.,7/18/1988,117,,,,,
H.R. 3809,https://www.congress.gov/bill/100th-congress/house-bill/3809,100th Congress (1987-1988),A bill to authorize a national program to reduce the threat to human health posed by exposure to contaminants in the air indoors.,"Kennedy, Joseph P., II [Rep.-D-MA-8] (Introduced 12/18/1987)",12/18/1987,"House - Energy and Commerce, Science, Space and Technology","Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",1/21/1988,22,,,,,
H.R. 3803,https://www.congress.gov/bill/100th-congress/house-bill/3803,100th Congress (1987-1988),"A bill to provide for the establishment of the Tallgrass Prairie National Preserve in the State of Oklahoma, and for other purposes.","Edwards, Mickey [Rep.-R-OK-5] (Introduced 12/18/1987)",12/18/1987,House - Interior and Insular Affairs,Referred to Subcommittee on National Parks and Public Lands.,1/26/1988,5,,,,,
H.R. 3793,https://www.congress.gov/bill/100th-congress/house-bill/3793,100th Congress (1987-1988),A bill to amend the Clean Air Act to establish more effective controls on emissions from motor vehicles.,"Skaggs, David E. [Rep.-D-CO-2] (Introduced 12/17/1987)",12/17/1987,House - Energy and Commerce,Referred to Subcommittee on Health and the Environment.,1/21/1988,0,,,,,
H.R. 3785,https://www.congress.gov/bill/100th-congress/house-bill/3785,100th Congress (1987-1988),A bill to amend the Solid Waste Disposal Act to clarify provisions concerning the application of certain requirements and sanctions to Federal facilities.,"Eckart, Dennis E. [Rep.-D-OH-11] (Introduced 12/17/1987)",12/17/1987,House - Energy and Commerce,Placed on Union Calendar No: 625.,10/6/1988,27,,,,,
H.R. 3783,https://www.congress.gov/bill/100th-congress/house-bill/3783,100th Congress (1987-1988),"A bill to amend the Solid Waste Disposal Act to improve compliance with hazardous waste laws at Federal facilities, and for other purposes.","Wyden, Ron [Rep.-D-OR-3] (Introduced 12/17/1987)",12/17/1987,House - Energy and Commerce,Ordered to be Reported (Amended).,8/9/1988,27,,,,,
H.R. 3782,https://www.congress.gov/bill/100th-congress/house-bill/3782,100th Congress (1987-1988),A bill to amend the Solid Waste Disposal Act to improve compliance by Federal facilities with the requirements of subtitle C of that Act.,"Swift, Al [Rep.-D-WA-2] (Introduced 12/17/1987)",12/17/1987,House - Energy and Commerce,Ordered to be Reported (Amended).,8/10/1988,24,,,,,
H.R. 3781,https://www.congress.gov/bill/100th-congress/house-bill/3781,100th Congress (1987-1988),"A bill to require the Secretary of Energy to establish a separate account and a separate office for waste management and cleanup activities of the Department of Energy, and for other purposes.","Synar, Mike [Rep.-D-OK-2] (Introduced 12/17/1987)",12/17/1987,House - Energy and Commerce,Ordered to be Reported (Amended).,8/9/1988,29,,,,,
H.R. 3736,https://www.congress.gov/bill/100th-congress/house-bill/3736,100th Congress (1987-1988),"A bill to create a national fund to finance Federal, State, and local efforts to preserve open space.","Atkins, Chester G. [Rep.-D-MA-5] (Introduced 12/10/1987)",12/10/1987,"House - Interior and Insular Affairs, Ways and Means",Referred to Subcommittee on National Parks and Public Lands.,1/26/1988,1,,,,,
H.R. 3715,https://www.congress.gov/bill/100th-congress/house-bill/3715,100th Congress (1987-1988),A bill to require the Department of Commerce to compile an inventory of the pollutants discharged into the Great Lakes.,"Davis, Robert W. [Rep.-R-MI-11] (Introduced 12/08/1987)",12/8/1987,House - Public Works and Transportation,Referred to Subcommittee on Water Resources.,12/21/1987,26,,,,,
H.R. 3640,https://www.congress.gov/bill/100th-congress/house-bill/3640,100th Congress (1987-1988),A bill to authorize the Secretary of Commerce to recover damages for the injury to or destruction of national marine sanctuary resources.,"Studds, Gerry E. [Rep.-D-MA-10] (Introduced 11/10/1987)",11/10/1987,House - Merchant Marine and Fisheries,Referred to Subcommittee on Oceanography.,11/19/1987,6,,,,,
H.R. 3632,https://www.congress.gov/bill/100th-congress/house-bill/3632,100th Congress (1987-1988),"A bill to amend the Clean Air Act to reduce acid deposition, and for other purposes.","Kemp, Jack [Rep.-R-NY-31] (Introduced 11/10/1987)",11/10/1987,House - Energy and Commerce,Referred to Subcommittee on Health and the Environment.,11/30/1987,1,,,,,
H.R. 3615,https://www.congress.gov/bill/100th-congress/house-bill/3615,100th Congress (1987-1988),A bill to amend the Clean Air Act to exempt tactical military vehicles and engine driven military equipment from certain regulations under the Clean Air Act.,"Regula, Ralph [Rep.-R-OH-16] (Introduced 11/05/1987)",11/5/1987,House - Energy and Commerce,Referred to Subcommittee on Health and the Environment.,11/16/1987,0,,,,,
H.R. 3601,https://www.congress.gov/bill/100th-congress/house-bill/3601,100th Congress (1987-1988),National Fish and Wildlife Enhancement Act of 1988,"Jones, Walter B. [Rep.-D-NC-1] (Introduced 11/03/1987)",11/3/1987,"House - Merchant Marine and Fisheries, Interior and Insular Affairs",Executive Comment Received From Labor.,7/7/1988,2,,,,,
H.R. 3595,https://www.congress.gov/bill/100th-congress/house-bill/3595,100th Congress (1987-1988),A bill to require vessels to manifest the transport of municipal or other nonhazardous commercial wastes transported offshore to ensure that these wastes are not illegally disposed of at sea.,"Hughes, William J. [Rep.-D-NJ-2] (Introduced 11/03/1987)",11/3/1987,"House - Merchant Marine and Fisheries, Public Works and Transportation",See S.2030.,10/19/1988,4,,,,,
H.R. 3516,https://www.congress.gov/bill/100th-congress/house-bill/3516,100th Congress (1987-1988),A bill to regulate certain transportation of solid waste and for other purposes.,"Luken, Thomas A. [Rep.-D-OH-1] (Introduced 10/20/1987)",10/20/1987,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",11/16/1987,10,,,,,
H.R. 3515,https://www.congress.gov/bill/100th-congress/house-bill/3515,100th Congress (1987-1988),Medical Waste Tracking Act of 1988,"Luken, Thomas A. [Rep.-D-OH-1] (Introduced 10/20/1987)",10/20/1987,House - Energy and Commerce,Became Public Law No: 100-582.,11/1/1988,18,,,,,
H.R. 3497,https://www.congress.gov/bill/100th-congress/house-bill/3497,100th Congress (1987-1988),A bill to require the President to take appropriate actions domestically and internationally to establish a Global Change Research Program aimed at understanding the cumulative impacts of man on his environment.,"Hall, Ralph M. [Rep.-D-TX-4] (Introduced 10/15/1987)",10/15/1987,"House - Foreign Affairs, Science, Space and Technology",Referred to Subcommittee on Human Rights and International Organizations.,10/27/1987,1,,,,,
H.R. 3489,https://www.congress.gov/bill/100th-congress/house-bill/3489,100th Congress (1987-1988),A bill to provide for the orderly implementation of Environmental Protection Agency programs established to comply with the Endangered Species Act of 1973.,"Roberts, Pat [Rep.-R-KS-1] (Introduced 10/14/1987)",10/14/1987,"House - Agriculture, Merchant Marine and Fisheries",Referred to Subcommittee on Merchant Marine.,10/19/1987,30,,,,,
H.R. 3478,https://www.congress.gov/bill/100th-congress/house-bill/3478,100th Congress (1987-1988),"A bill to amend the Marine Protection, Research, and Sanctuaries Act of 1972 and the Federal Water Pollution Control Act of 1977 to ban the dumping of medical waste in ocean and navigable waters and to amend the Solid Waste Disposal Act to authorize the Environmental Protection Agency to regulate medical waste to protect public health and the environment.","Saxton, Jim [Rep.-R-NJ-13] (Introduced 10/13/1987)",10/13/1987,"House - Energy and Commerce, Merchant Marine and Fisheries, Public Works and Transportation",See S.2030.,10/19/1988,55,,,,,
H.R. 3477,https://www.congress.gov/bill/100th-congress/house-bill/3477,100th Congress (1987-1988),A bill to provide for the orderly implementation of Environmental Protection Agency pesticide regulations issued to comply with the Endangered Species Act of 1973.,"Roberts, Pat [Rep.-R-KS-1] (Introduced 10/13/1987)",10/13/1987,"House - Agriculture, Merchant Marine and Fisheries",Referred to Subcommittee on Fisheries and Wildlife Conservation and the Environment.,10/19/1987,0,,,,,
H.R. 3467,https://www.congress.gov/bill/100th-congress/house-bill/3467,100th Congress (1987-1988),A bill to amend the Solid Waste Disposal Act to require the Administrator of the Environmental Protection Agency to conduct a study regarding the management of infectious and pathologic waste.,"Rinaldo, Matthew J. [Rep.-R-NJ-7] (Introduced 10/09/1987)",10/9/1987,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",10/26/1987,2,,,,,
H.R. 3411,https://www.congress.gov/bill/100th-congress/house-bill/3411,100th Congress (1987-1988),A bill to clarify the authority of the Administrator to utilize environmental improvement projects when enforcing the Ocean Dumping Act and the Clean Water Act.,"Studds, Gerry E. [Rep.-D-MA-10] (Introduced 10/01/1987)",10/1/1987,"House - Merchant Marine and Fisheries, Public Works and Transportation",Joint Hearings Held by the Subcommittee on Oceanography and by the Subcommittee on Fisheries and Wildlife Conservation and the Environment.,11/4/1987,0,,,,,
H.R. 3394,https://www.congress.gov/bill/100th-congress/house-bill/3394,100th Congress (1987-1988),"A bill to require the City of Los Angeles, California, to make improvements to the Hyperion Wastewater Treatment Plant in accordance with a construction schedule.","Levine, Mel [Rep.-D-CA-27] (Introduced 10/01/1987)",10/1/1987,House - Public Works and Transportation,Referred to Subcommittee on Water Resources.,10/16/1987,0,,,,,
H.R. 3300,https://www.congress.gov/bill/100th-congress/house-bill/3300,100th Congress (1987-1988),A bill to direct the Director of the Office of Technology Assessment to prepare a report regarding hazardous waste reduction and management; to direct the Administrator of the Environmental Protection Agency to prepare a hazardous waste reduction and management plan; and for other purposes.,"Boxer, Barbara [Rep.-D-CA-6] (Introduced 09/17/1987)",9/17/1987,"House - Energy and Commerce, Merchant Marine and Fisheries, Public Works and Transportation, Science, Space and Technology","Executive Comment Requested from EPA, OMB.",10/15/1987,22,,,,,
H.R. 3261,https://www.congress.gov/bill/100th-congress/house-bill/3261,100th Congress (1987-1988),A bill to implement the provisions of Annex V to the International Convention for the Prevention of Pollution from Ships.,"Davis, Robert W. [Rep.-R-MI-11] (Introduced 09/15/1987)",9/15/1987,House - Merchant Marine and Fisheries,Referred to Subcommittee on Coast Guard and Navigation.,10/12/1987,0,,,,,
H.R. 3196,https://www.congress.gov/bill/100th-congress/house-bill/3196,100th Congress (1987-1988),A bill to amend the Clean Air Act to ensure the safety of consumers in issuing regulations concerning mobile sources.,"Dingell, John D. [Rep.-D-MI-16] (Introduced 08/07/1987)",8/7/1987,House - Energy and Commerce,Subcommittee Hearings Held.,9/30/1987,15,,,,,
H.R. 3174,https://www.congress.gov/bill/100th-congress/house-bill/3174,100th Congress (1987-1988),A bill to prevent ground water contamination by pesticides.,"Oberstar, James L. [Rep.-D-MN-8] (Introduced 08/06/1987)",8/6/1987,"House - Agriculture, Energy and Commerce, Public Works and Transportation",Referred to Subcommittee on Health and the Environment.,9/9/1987,46,,,,,
H.R. 3110,https://www.congress.gov/bill/100th-congress/house-bill/3110,100th Congress (1987-1988),A bill to amend the Clean Air Act to require the Environmental Protection Agency to establish a standard for exposure to radon in indoor environments.,"Florio, James J. [Rep.-D-NJ-1] (Introduced 08/05/1987)",8/5/1987,House - Energy and Commerce,Referred to Subcommittee on Health and the Environment.,9/21/1987,0,,,,,
H.R. 3108,https://www.congress.gov/bill/100th-congress/house-bill/3108,100th Congress (1987-1988),"A bill to amend the Federal Insecticide, Fungicide, and Rodenticide Act to extend for one year the term of the Scientific Advisory Panel under that Act.","de la Garza, E. [Rep.-D-TX-15] (Introduced 08/05/1987)",8/5/1987,"House - Agriculture | Senate - Agriculture, Nutrition, and Forestry",Received in the Senate and read twice and referred to the Committee on Agriculture.,11/4/1987,0,,,,,
H.R. 3094,https://www.congress.gov/bill/100th-congress/house-bill/3094,100th Congress (1987-1988),"A bill to authorize the Administrator of the Environmental Protection Agency to establish an industrial assistance program for reducing the generation of all environmental pollutants and hazardous waste at their source, to assist States in establishing waste reduction programs, to establish an Office of Waste Reduction, and for other purposes.","Green, S. William [Rep.-R-NY-15] (Introduced 08/04/1987)",8/4/1987,"House - Energy and Commerce, Science, Space and Technology","Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",9/9/1987,0,,,,,
H.R. 3070,https://www.congress.gov/bill/100th-congress/house-bill/3070,100th Congress (1987-1988),PCB Regulatory Improvements Act of 1988,"Synar, Mike [Rep.-D-OK-2] (Introduced 07/30/1987)",7/30/1987,House - Energy and Commerce | Senate - Environment and Public Works,Received in the Senate and read twice and referred to the Committee on Environment and Public Works.,6/14/1988,24,,,,,
