Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 3058,https://www.congress.gov/bill/111th-congress/house-bill/3058,111th Congress (2009-2010),"To authorize the voluntary purchase of certain properties in Treece, Kansas, endangered by the Cherokee County National Priorities List Site, and for other purposes.","Jenkins, Lynn [Rep.-R-KS-2] (Introduced 06/25/2009)",6/25/2009,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,6/26/2009,0,,,,,
H.R. 3052,https://www.congress.gov/bill/111th-congress/house-bill/3052,111th Congress (2009-2010),"To limit liability under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 for service station dealers with respect to the release or threatened release of recycled oil.","Capuano, Michael E. [Rep.-D-MA-8] (Introduced 06/25/2009)",6/25/2009,"House - Energy and Commerce, Transportation and Infrastructure",Referred to the Subcommittee on Water Resources and Environment.,6/26/2009,6,,,,,
H.R. 2998,https://www.congress.gov/bill/111th-congress/house-bill/2998,111th Congress (2009-2010),"To create clean energy jobs, achieve energy independence, reduce global warming pollution and transition to a clean energy economy.","Waxman, Henry A. [Rep.-D-CA-30] (Introduced 06/23/2009)",6/23/2009,"House - Energy and Commerce, Foreign Affairs, Ways and Means, Financial Services, Education and Labor, Science and Technology, Transportation and Infrastructure, Natural Resources, Agriculture, Oversight and Government Reform, Judiciary","Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",7/23/2009,1,,,,,
H.R. 2969,https://www.congress.gov/bill/111th-congress/house-bill/2969,111th Congress (2009-2010),To authorize the Administrator of the Environmental Protection Agency to establish water system adaptation partnerships.,"Capps, Lois [Rep.-D-CA-23] (Introduced 06/19/2009)",6/19/2009,"House - Transportation and Infrastructure, Energy and Commerce",Referred to the Subcommittee on Energy and Environment.,6/23/2009,27,,,,,
H.R. 2880,https://www.congress.gov/bill/111th-congress/house-bill/2880,111th Congress (2009-2010),"To require the Secretary of Agriculture to establish a carbon incentives program to achieve supplemental greenhouse gas emissions reductions on private agricultural and forestland of the United States, and for other purposes.","Pingree, Chellie [Rep.-D-ME-1] (Introduced 06/15/2009)",6/15/2009,"House - Agriculture, Energy and Commerce","Referred to the Subcommittee on Department Operations, Oversight, Nutrition and Forestry.",6/22/2010,5,,,,,
H.R. 2766,https://www.congress.gov/bill/111th-congress/house-bill/2766,111th Congress (2009-2010),"To repeal the exemption for hydraulic fracturing in the Safe Drinking Water Act, and for other purposes.","DeGette, Diana [Rep.-D-CO-1] (Introduced 06/09/2009)",6/9/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,6/10/2009,72,,,,,
H.R. 2693,https://www.congress.gov/bill/111th-congress/house-bill/2693,111th Congress (2009-2010),Oil Pollution Research and Development Program Reauthorization Act of 2010,"Woolsey, Lynn C. [Rep.-D-CA-6] (Introduced 06/03/2009)",6/3/2009,"House - Science and Technology | Senate - Commerce, Science, and Transportation","Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",7/22/2010,4,,,,,
H.R. 2595,https://www.congress.gov/bill/111th-congress/house-bill/2595,111th Congress (2009-2010),To restrict certain exports of electronic waste.,"Green, Gene [Rep.-D-TX-29] (Introduced 05/21/2009)",5/21/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,6/2/2009,5,,,,,
H.R. 2552,https://www.congress.gov/bill/111th-congress/house-bill/2552,111th Congress (2009-2010),To amend the Solid Waste Disposal Act to require the Administrator of the Environmental Protection Agency to promulgate regulations on the management of medical waste.,"Pallone, Frank, Jr. [Rep.-D-NJ-6] (Introduced 05/21/2009)",5/21/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,6/2/2009,0,,,,,
H.R. 2454,https://www.congress.gov/bill/111th-congress/house-bill/2454,111th Congress (2009-2010),American Clean Energy and Security Act of 2009,"Waxman, Henry A. [Rep.-D-CA-30] (Introduced 05/15/2009)",5/15/2009,"House - Energy and Commerce, Science and Technology, Foreign Affairs, Financial Services, Education and Labor, Transportation and Infrastructure, Natural Resources, Agriculture, Ways and Means",Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 97.,7/7/2009,1,,,,,
H.R. 2386,https://www.congress.gov/bill/111th-congress/house-bill/2386,111th Congress (2009-2010),"To amend the Energy Policy Act of 2005 to include American Samoa, Guam, the Commonwealth of the Northern Mariana Islands, Puerto Rico, and the Virgin Islands in certain efforts to reduce diesel emissions.","Sablan, Gregorio Kilili Camacho [Del.-D-MP-At Large] (Introduced 05/13/2009)",5/13/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,5/14/2009,4,,,,,
H.R. 2371,https://www.congress.gov/bill/111th-congress/house-bill/2371,111th Congress (2009-2010),To use tradable greenhouse gas emission allowances under the American Clean Energy and Security Act of 2009 to provide assistance to residential and commercial consumers of home heating oil and propane in reducing the effective costs of such fuels through State programs to deliver cost-effective efficiency programs and other consumer assistance.,"Murphy, Christopher [Rep.-D-CT-5] (Introduced 05/12/2009)",5/12/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,5/13/2009,3,,,,,
H.R. 2364,https://www.congress.gov/bill/111th-congress/house-bill/2364,111th Congress (2009-2010),"To amend section 211(o) of the Clean Air Act to change the definition of renewable biomass in the renewable fuel program, and for other purposes.","DeFazio, Peter A. [Rep.-D-OR-4] (Introduced 05/12/2009)",5/12/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,5/13/2009,6,,,,,
H.R. 2283,https://www.congress.gov/bill/111th-congress/house-bill/2283,111th Congress (2009-2010),"To amend the Clean Air Act to permit the Administrator of the Environmental Protection Agency to waive the lifecycle greenhouse gas emission reduction requirements for renewable fuel production, and for other purposes.","Moran, Jerry [Rep.-R-KS-1] (Introduced 05/06/2009)",5/6/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,5/7/2009,5,,,,,
H.R. 2190,https://www.congress.gov/bill/111th-congress/house-bill/2190,111th Congress (2009-2010),Mercury Pollution Reduction Act,"Schakowsky, Janice D. [Rep.-D-IL-9] (Introduced 04/30/2009)",4/30/2009,House - Energy and Commerce,"Placed on the Union Calendar, Calendar No. 222.",12/16/2009,51,,,,,
H.R. 2093,https://www.congress.gov/bill/111th-congress/house-bill/2093,111th Congress (2009-2010),Clean Coastal Environment and Public Health Act of 2009,"Pallone, Frank, Jr. [Rep.-D-NJ-6] (Introduced 04/23/2009)",4/23/2009,House - Transportation and Infrastructure | Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,8/7/2009,27,,,,,
H.R. 2065,https://www.congress.gov/bill/111th-congress/house-bill/2065,111th Congress (2009-2010),"To amend the Toxic Substances Control Act to phase out the use of mercury in the manufacture of chlorine and caustic soda, and for other purposes.","Schakowsky, Janice D. [Rep.-D-IL-9] (Introduced 04/23/2009)",4/23/2009,House - Energy and Commerce,"Referred to the Subcommittee on Commerce, Trade and Consumer Protection.",4/27/2009,17,,,,,
H.R. 2046,https://www.congress.gov/bill/111th-congress/house-bill/2046,111th Congress (2009-2010),"To amend the Solid Waste Disposal Act to require a refund value for certain beverage containers, and to provide resources for State pollution prevention and recycling programs, and for other purposes.","Markey, Edward J. [Rep.-D-MA-7] (Introduced 04/22/2009)",4/22/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,4/23/2009,8,,,,,
H.R. 1926,https://www.congress.gov/bill/111th-congress/house-bill/1926,111th Congress (2009-2010),To authorize the National Science Foundation to establish a Global Warming Education Program.,"Honda, Michael M. [Rep.-D-CA-15] (Introduced 04/02/2009)",4/2/2009,House - Science and Technology,Referred to the Subcommittee on Research and Science Education.,4/6/2009,8,,,,,
H.R. 1905,https://www.congress.gov/bill/111th-congress/house-bill/1905,111th Congress (2009-2010),"To amend the Coastal Zone Management Act of 1972 to require the Secretary of Commerce to establish a coastal climate change adaptation planning and response program, and for other purposes.","Capps, Lois [Rep.-D-CA-23] (Introduced 04/02/2009)",4/2/2009,House - Natural Resources,"Referred to the Subcommittee on Insular Affairs, Oceans and Wildlife.",4/13/2009,3,,,,,
H.R. 1890,https://www.congress.gov/bill/111th-congress/house-bill/1890,111th Congress (2009-2010),"To amend the Safe Drinking Water Act to increase the percentage of State revolving loan funds reserved for American Samoa, the Commonwealth of the Northern Mariana Islands, Guam, and the Virgin Islands.","Bordallo, Madeleine Z. [Del.-D-GU-At Large] (Introduced 04/02/2009)",4/2/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,4/21/2009,3,,,,,
H.R. 1889,https://www.congress.gov/bill/111th-congress/house-bill/1889,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to reserve funding for American Samoa, the Northern Marianas Islands, Guam, and the Virgin Islands.","Bordallo, Madeleine Z. [Del.-D-GU-At Large] (Introduced 04/02/2009)",4/2/2009,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,4/3/2009,4,,,,,
H.R. 1862,https://www.congress.gov/bill/111th-congress/house-bill/1862,111th Congress (2009-2010),"To cap the emissions of greenhouse gases through a requirement to purchase carbon permits, to distribute the proceeds of such purchases to eligible individuals, and for other purposes.","Van Hollen, Chris [Rep.-D-MD-8] (Introduced 04/01/2009)",4/1/2009,"House - Ways and Means, Energy and Commerce",Referred to the Subcommittee on Energy and Environment.,4/2/2009,4,,,,,
H.R. 1841,https://www.congress.gov/bill/111th-congress/house-bill/1841,111th Congress (2009-2010),"To amend the Clean Air Act to reduce sulfur dioxide, nitrogen oxide, and mercury emissions, and for other purposes.","McHugh, John M. [Rep.-R-NY-23] (Introduced 04/01/2009)",4/1/2009,"House - Energy and Commerce, Natural Resources, Science and Technology, Agriculture","Referred to the Subcommittee on Department Operations, Oversight, Nutrition and Forestry.",4/28/2009,4,,,,,
H.R. 1795,https://www.congress.gov/bill/111th-congress/house-bill/1795,111th Congress (2009-2010),"To provide for the establishment of an Offsets Integrity Advisory Board, and for other purposes.","Matheson, Jim [Rep.-D-UT-2] (Introduced 03/30/2009)",3/30/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,3/31/2009,0,,,,,
H.R. 1787,https://www.congress.gov/bill/111th-congress/house-bill/1787,111th Congress (2009-2010),To amend the Clean Air Act regarding transportation fuels and establishment of a low carbon fuel standard.,"Inslee, Jay [Rep.-D-WA-1] (Introduced 03/30/2009)",3/30/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,3/31/2009,2,,,,,
H.R. 1780,https://www.congress.gov/bill/111th-congress/house-bill/1780,111th Congress (2009-2010),To amend the Clean Air Act to achieve greenhouse gas emissions reductions through transportation efficiency.,"Matsui, Doris O. [Rep.-D-CA-5] (Introduced 03/30/2009)",3/30/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,3/31/2009,0,,,,,
H.R. 1760,https://www.congress.gov/bill/111th-congress/house-bill/1760,111th Congress (2009-2010),To mitigate the effects of black carbon emissions in the United States and throughout the world.,"Inslee, Jay [Rep.-D-WA-1] (Introduced 03/26/2009)",3/26/2009,"House - Energy and Commerce, Foreign Affairs, Science and Technology",Referred to the Subcommittee on Energy and Environment.,4/2/2009,6,,,,,
H.R. 1759,https://www.congress.gov/bill/111th-congress/house-bill/1759,111th Congress (2009-2010),"To distribute emission allowances under a domestic cap-and-trade program to facilities in certain domestic energy-intensive industrial sectors and subsectors to prevent an increase in greenhouse gas emissions by manufacturing facilities located in countries without commensurate greenhouse gas regulation, and for other purposes.","Inslee, Jay [Rep.-D-WA-1] (Introduced 03/26/2009)",3/26/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,3/30/2009,2,,,,,
H.R. 1666,https://www.congress.gov/bill/111th-congress/house-bill/1666,111th Congress (2009-2010),To amend the Internal Revenue Code of 1986 to establish an auction and revenue collection mechanism for a carbon market that ensures price stability with environmental integrity.,"Doggett, Lloyd [Rep.-D-TX-25] (Introduced 03/23/2009)",3/23/2009,"House - Ways and Means, Energy and Commerce",Referred to the Subcommittee on Energy and Environment.,3/24/2009,25,,,,,
